Track,Artist,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Year
What Will My Mary Say,Johnny Mathis,3:09,4,0.313,0.399,0,-9.552,1,0.031,0.776,0.00000231,0.157,0.367,107.404,20,1963
Mickey’s Monkey,The Miracles,3:13,4,0.687,0.88,2,-6.986,0,0.0917,0.14,0.112,0.281,0.732,93.275,19,1963
Bobby’s Girl,Marcie Blane,0:38,4,0.616,0.314,7,-16.261,1,0.0427,0.786,0,0.184,0.145,120.01,17,1963
You’ve Really Got A Hold On Me,The Miracles,3:36,4,0.103,0.13,9,-19.765,1,0.0381,0.902,0.76,0.099,0.206,65.175,8,1963
"Hello Muddah, Hello Faddah! (A Letter From Camp)",Allan Sherman,2:54,4,0.619,0.409,9,-12.887,1,0.201,0.81,0,0.641,0.626,115.591,6,1963
I’m Leaving It Up To You,Dale & Grace,3:04,4,0.44,0.31,10,-15.53,1,0.0357,0.738,0.000311,0.779,0.696,77.002,4,1963
Judy’s Turn To Cry,Lesley Gore,2:13,4,0.727,0.778,11,-6.561,0,0.0551,0.549,0,0.05,0.964,129.427,1,1963
Don’t Say Nothin’ Bad (ABOUT My Baby),The Cookies,2:42,4,0.408,0.507,2,-7.616,1,0.0333,0.0707,0.000002,0.182,0.72,122.226,1,1963
G.T.O.,Ronny & the Daytonas,4:04,4,0.264,0.64,8,-6.221,1,0.0442,0.0393,0.00000231,0.151,0.19,84.828,92,1964
Dancing In The Street,Martha and the Vandellas,4:01,4,0.527,0.942,1,-5.64,0,0.0366,0.0115,0,0.188,0.495,148.723,84,1964
Love Me Do,The Beatles,4:15,4,0.67,0.634,11,-6.471,1,0.0326,0.0124,0,0.0946,0.497,124.926,82,1964
Because,The Dave Clark Five,3:16,4,0.386,0.592,11,-7.299,1,0.374,0.363,0,0.117,0.161,146.879,82,1964
"Oh, Pretty Woman",Roy Orbison,2:58,4,0.619,0.603,9,-9.481,1,0.0342,0.712,0,0.0721,0.958,127.433,80,1964
Twist And Shout,The Beatles,2:35,4,0.482,0.849,2,-9.198,1,0.0452,0.641,0.00000774,0.0414,0.937,124.631,79,1964
Baby Love,The Supremes,3:09,4,0.417,0.686,7,-6.484,1,0.0373,0.0955,0.0287,0.0989,0.625,204.113,79,1964
For You,Rick Nelson,3:52,4,0.487,0.65,0,-5.195,1,0.0253,0.191,0,0.0933,0.456,151.964,77,1964
The Nitty Gritty,Shirley Ellis,3:21,4,0.745,0.347,2,-13.145,1,0.0418,0.246,0,0.0861,0.899,155.539,76,1964
Please Please Me,The Beatles,3:20,4,0.747,0.57,1,-6.711,1,0.081,0.0642,0,0.0832,0.65,133.992,75,1964
People,Barbra Streisand,2:38,4,0.53,0.592,5,-7.281,1,0.0534,0.381,0,0.294,0.544,125.721,74,1964
Memphis,Johnny Rivers,3:09,4,0.558,0.579,4,-7.161,1,0.0531,0.326,0.000398,0.157,0.365,78.131,74,1964
California Sun,the Rivieras,3:54,4,0.789,0.753,0,-3.71,1,0.0537,0.0038,0,0.18,0.403,125.007,74,1964
A Hard Day’s Night,The Beatles,2:29,4,0.767,0.331,1,-10.777,0,0.0337,0.64,0,0.0681,0.636,113.312,73,1964
I Want To Hold Your Hand,The Beatles,2:26,4,0.496,0.703,7,-6.905,1,0.0377,0.525,0.00000212,0.305,0.936,130.915,72,1964
The House Of The Rising Sun,The Animals,4:31,3,0.295,0.584,9,-6.696,0,0.0345,0.000385,0.218,0.0996,0.228,117.2,71,1964
Walk On,by Dionne Warwick,3:18,4,0.87,0.699,5,-5.541,0,0.0459,0.245,0.00000676,0.0588,0.727,126.967,70,1964
Last Kiss,J. Frank Wilson & the Cavaliers,6:09,3,0.557,0.362,10,-8.641,1,0.0263,0.443,0.00000357,0.1,0.187,79.573,69,1964
Dang Me,Roger Miller,4:25,4,0.753,0.837,5,-4.673,0,0.278,0.0657,0,0.151,0.589,151.949,69,1964
The Girl From Ipanema,Stan Getz & Astrud Gilberto,5:20,4,0.654,0.147,10,-17.844,0,0.039,0.867,0.000923,0.0986,0.472,130.359,68,1964
Under The Boardwalk,The Drifters,2:41,4,0.747,0.226,7,-13.635,1,0.0414,0.908,0.000168,0.107,0.778,123.792,68,1964
Bad To Me,Billy J. Kramer & The Dakotas,3:33,4,0.669,0.577,0,-4.573,1,0.046,0.348,0,0.155,0.307,87.899,67,1964
Everybody Loves Somebody,Dean Martin,2:44,3,0.366,0.391,3,-12.322,1,0.0425,0.854,0,0.352,0.461,119.182,67,1964
"Hello, Dolly!",Louis Armstrong,2:27,0,0,0.405,0,-9.935,1,0,0.842,0.00114,0.198,0,0,67,1964
It’s Over,Roy Orbison,1:35,4,0.643,0.659,5,-6.003,1,0.128,0.000396,0,0.233,0.447,142.846,67,1964
I Get Around,The Beach Boys,4:19,4,0.846,0.416,10,-13.767,0,0.118,0.156,0.00000934,0.238,0.645,96.188,67,1964
The Shoop Shoop Song (IT’S In His Kiss),Betty Everett,2:50,4,0.678,0.61,0,-10.509,1,0.0306,0.467,0,0.397,0.919,117.04,65,1964
Where Did Our Love Go,The Supremes,2:33,4,0.567,0.49,0,-10.867,1,0.0414,0.79,0.0000142,0.0919,0.847,134.923,64,1964
White On White,Danny Williams,3:34,1,0.133,0.231,10,-34.957,0,0.0531,0.741,0.93,0.111,0.0336,142.1,63,1964
Do Wah Diddy Diddy,Manfred Mann,2:24,4,0.66,0.583,4,-7.361,1,0.0512,0.282,0,0.0553,0.941,125.44,63,1964
My Guy,Mary Wells,2:54,4,0.691,0.581,10,-7.85,1,0.065,0.557,0.0000462,0.147,0.91,126.615,63,1964
Baby I Need Your Loving,the Four Tops,2:46,4,0.632,0.686,0,-6.116,0,0.0395,0.437,0,0.193,0.65,121.414,63,1964
Louie Louie,The Kingsmen,2:45,4,0.623,0.709,1,-9.818,0,0.0636,0.102,0,0.0967,0.948,122.394,63,1964
Little Children,Billy J. Kramer & The Dakotas,2:00,5,0.773,0.41,0,-8.295,1,0.0398,0.862,0,0.116,0.455,112.098,62,1964
Drip Drop,Dion DiMucci,2:39,4,0.168,0.893,0,-28.637,0,0.0617,0.887,0.934,0.463,0.000911,121.437,62,1964
She Loves You,The Beatles,2:22,4,0.321,0.895,7,-5.157,1,0.0463,0.389,0,0.177,0.904,149.807,62,1964
Do You Want To Know A Secret,The Beatles,1:57,4,0.673,0.349,4,-12.414,1,0.0368,0.608,0,0.38,0.609,124.451,62,1964
Needles And Pins,The Searchers,3:23,4,0.374,0.916,6,-5.153,1,0.0512,0.00000864,0.216,0.394,0.624,140.471,61,1964
A Summer Song,Chad & Jeremy,2:24,4,0.549,0.486,9,-6.473,0,0.0454,0.823,0.0000375,0.26,0.518,78.747,60,1964
You Don’t Own Me,Lesley Gore,3:19,3,0.336,0.664,7,-5.68,1,0.102,0.166,0.00000131,0.0575,0.294,186.394,60,1964
Rag Doll,The Four Seasons,4:25,4,0.579,0.954,4,-3.947,1,0.0558,0.583,0,0.139,0.583,93.448,60,1964
Chapel Of Love,The Dixie Cups,2:50,4,0.602,0.348,9,-10.061,1,0.0288,0.7,0,0.52,0.75,124.606,59,1964
Quicksand,Martha and the Vandellas,3:44,4,0.901,0.656,4,-7.452,0,0.277,0.0807,0,0.181,0.599,119.956,57,1964
The Way You Do The Things You Do,The Temptations,2:45,4,0.618,0.704,4,-4.686,1,0.0321,0.159,0.000264,0.358,0.742,124.218,57,1964
How Do You Do It?,Gerry and the Pacemakers,2:43,4,0.691,0.641,1,-6.947,1,0.0309,0.0354,0.0000336,0.0989,0.422,103.977,56,1964
Haunted House,Jumpin’ Gene Simmons,4:10,4,0.406,0.945,0,-3.61,1,0.0661,0.00523,0,0.291,0.224,159.799,56,1964
Ronnie,The Four Seasons,3:18,4,0.482,0.779,8,-4.875,0,0.27,0.356,0,0.173,0.835,154.335,56,1964
Let It Be Me,Betty Everett & Jerry Butler,4:40,3,0.614,0.283,0,-8.008,1,0.027,0.472,0,0.114,0.331,107.673,54,1964
"Fun, Fun, Fun",The Beach Boys,2:18,4,0.517,0.796,3,-6.313,1,0.0341,0.195,0,0.097,0.97,155.532,54,1964
Love Me With All Your Heart (CUANDO Calienta El Sol),The Ray Charles Singers,3:21,4,0.379,0.468,2,-11.12,1,0.0293,0.308,0.0000979,0.241,0.402,87.122,54,1964
Surfin’ Bird,The Trashmen,2:17,4,0.564,0.959,11,-13.125,0,0.0691,0.0146,0.638,0.208,0.834,101.239,54,1964
Leader Of The Pack,The Shangri-Las,2:51,4,0.423,0.55,0,-8.738,1,0.0975,0.708,0,0.682,0.313,119.702,53,1964
Dominique,the Singing Nun,3:16,3,0.435,0.641,10,-7.274,1,0.104,0.131,0,0.273,0.156,115.534,53,1964
Suspicion,Terry Stafford,3:40,4,0.776,0.384,9,-10.976,0,0.0431,0.776,0,0.112,0.387,110.001,51,1964
My Boy Lollipop,Millie Small,2:00,4,0.678,0.607,2,-8.131,1,0.0347,0.133,0,0.0863,0.964,132.717,50,1964
Don’t Let The Sun Catch You Crying,Gerry and the Pacemakers,2:37,4,0.477,0.352,1,-14.165,1,0.03,0.406,0,0.122,0.478,106.773,49,1964
Since I Fell For You,Lenny Welch,5:39,3,0.416,0.201,8,-11.461,1,0.0379,0.975,0.803,0.107,0.372,165.869,49,1964
Navy Blue,Diane Renay,2:51,3,0.629,0.426,0,-6.726,1,0.0287,0.425,0,0.14,0.411,114.921,48,1964
Wishin’ And Hopin’,Dusty Springfield,2:56,4,0.683,0.374,11,-10.084,1,0.0381,0.232,0,0.146,0.707,108.125,47,1964
Chug-A-Lug,Roger Miller,1:59,4,0.717,0.324,11,-14.631,1,0.113,0.739,0.000258,0.139,0.888,172.189,46,1964
Out Of Limits,The Marketts,2:09,4,0.485,0.779,7,-14.235,1,0.039,0.367,0.432,0.18,0.483,133.223,46,1964
Glad All Over,The Dave Clark Five,2:43,4,0.461,0.803,2,-8.35,1,0.0601,0.139,0,0.0656,0.891,137.656,45,1964
Little Honda,The Hondells,1:54,4,0.429,0.556,1,-9.78,1,0.032,0.203,0,0.126,0.766,151.098,44,1964
Have I The Right?,The Honeycombs,3:47,4,0.365,0.705,7,-3.738,1,0.0332,0.2,0.000135,0.367,0.397,149.778,44,1964
Bread And Butter,The Newbeats,2:02,4,0.71,0.546,2,-14.582,1,0.0469,0.757,0.00981,0.152,0.897,82.182,41,1964
Anyone Who Had A Heart,Dionne Warwick,5:46,3,0.404,0.204,1,-15.244,1,0.0384,0.676,0.0000241,0.109,0.191,113.797,40,1964
The Little Old Lady From Pasadena,Jan and Dean,2:46,4,0.478,0.817,3,-5.48,1,0.0316,0.548,0.00004,0.0444,0.943,145.946,40,1964
"Um, Um, Um, Um, Um, Um",Major Lance,5:21,4,0.656,0.469,7,-9.433,1,0.0419,0.783,0,0.103,0.513,124.981,40,1964
Can’t Buy Me Love,The Beatles,3:06,4,0.88,0.317,2,-14.04,0,0.0486,0.828,0.0155,0.0952,0.48,122.08,40,1964
Dawn (GO Away),The Four Seasons,2:47,4,0.638,0.605,9,-6.14,1,0.0352,0.551,0,0.101,0.869,133.748,40,1964
Remember (WALKING In The Sand),The Shangri-Las,4:04,3,0.268,0.637,0,-6.062,0,0.0546,0.269,0.00778,0.626,0.494,201.363,40,1964
I Love You More And More Every Day,Al Martino,2:15,4,0.476,0.219,8,-13.406,1,0.0296,0.492,0,0.201,0.595,103.496,39,1964
A World Without Love,Peter and Gordon,2:44,4,0.543,0.836,4,-6.201,1,0.0346,0.156,0,0.171,0.792,130.074,39,1964
Forget Him,Bobby Rydell,2:08,4,0.512,0.536,3,-4.787,1,0.0278,0.503,0,0.314,0.675,77.935,38,1964
Bits And Pieces,The Dave Clark Five,1:58,4,0.495,0.838,0,-8.881,1,0.103,0.0281,0.0003,0.0789,0.975,143.865,38,1964
The Door Is Still Open To My Heart,Dean Martin,2:51,4,0.236,0.429,3,-13.576,1,0.0467,0.702,0.000106,0.0696,0.356,84.686,37,1964
Dead Man’s Curve,Jan and Dean,2:31,4,0.459,0.703,6,-9.578,1,0.041,0.677,0.000707,0.0815,0.904,133.5,37,1964
Midnight Mary,Joey Powers,6:35,4,0.158,0.0128,10,-28.761,1,0.0353,0.99,0.722,0.105,0.0379,80.054,37,1964
Keep On Pushing,The Impressions,2:35,3,0.677,0.539,6,-6.64,0,0.0408,0.687,0,0.128,0.695,133.621,37,1964
There! I’ve Said It Again,Bobby Vinton,2:24,4,0.26,0.355,2,-7.955,1,0.03,0.776,0,0.136,0.338,78.464,36,1964
It Hurts To Be In Love,Gene Pitney,2:32,4,0.591,0.662,6,-8.657,1,0.0443,0.0702,0,0.103,0.881,129.955,36,1964
When I Grow Up (TO Be A Man),The Beach Boys,2:05,4,0.362,0.781,8,-7.738,1,0.0413,0.556,0,0.362,0.913,148.171,36,1964
My Heart Belongs To Only You,Bobby Vinton,2:46,4,0.421,0.465,11,-7.447,1,0.0298,0.76,0,0.21,0.502,71.723,35,1964
As Usual,Brenda Lee,2:30,4,0.913,0.294,10,-14.869,0,0.485,0.151,0,0.149,0.306,103.026,35,1964
Stop And Think It Over,Dale and Grace,2:58,4,0.646,0.399,2,-10.7,0,0.0388,0.569,0.23,0.173,0.757,138.366,33,1964
Drag City,Jan and Dean,3:17,4,0.508,0.931,0,-4.539,0,0.0751,0.3,0,0.0639,0.556,139.937,32,1964
Can’t You See That She’s Mine,The Dave Clark Five,2:22,4,0.524,0.827,7,-8.017,1,0.16,0.0929,0.0000582,0.259,0.867,164.893,31,1964
Hey Little Cobra,The Rip Chords,1:59,4,0.563,0.754,6,-7.442,1,0.0676,0.531,0,0.379,0.918,156.664,31,1964
Popsicles And Icicles,the Murmaids,2:31,4,0.64,0.339,3,-8.08,1,0.0317,0.817,0,0.0883,0.664,124,30,1964
Talk Back Trembling Lips,Johnny Tillotson,2:40,4,0.575,0.435,9,-11.801,1,0.0326,0.751,0,0.0795,0.739,135.955,29,1964
You Don’t Have To Be A Baby To Cry,the Caravelles,2:01,4,0.6,0.328,1,-11.319,1,0.0314,0.705,0.00000676,0.319,0.659,124.062,28,1964
Don’t Let The Rain Come Down (CROOKED Little Man),The Serendipity Singers,2:46,4,0.785,0.34,2,-15.593,1,0.192,0.752,0,0.107,0.652,129.007,28,1964
(JUST Like) Romeo And Juliet,The Reflections,2:15,4,0.774,0.787,3,-12.01,1,0.0389,0.207,0.693,0.171,0.978,145.409,26,1964
See The Funny Little Clown,Bobby Goldsboro,2:35,4,0.69,0.313,2,-11.783,1,0.0337,0.303,0.0148,0.0912,0.591,106.701,22,1964
Come A Little Bit Closer (#3*),Jay and the Americans,2:30,4,0.586,0.524,0,-10.276,1,0.0327,0.8,0.452,0.0435,0.964,154.898,21,1964
"Walk, Don’t Run ’64",The Ventures,2:27,4,0.541,0.637,0,-12.038,1,0.0354,0.0307,0.658,0.107,0.661,150.074,21,1964
I Wanna Love Him So Bad,The Jelly Beans,2:47,4,0.512,0.604,1,-6.008,1,0.113,0.433,0.00000186,0.0757,0.564,121.899,15,1964
C’mon And Swim,Bobby Freeman,3:52,4,0.32,0.856,0,-6.435,1,0.171,0.0212,0.0409,0.352,0.529,149.853,0,1964
We’ll Sing In The Sunshine,Gale Garnett,2:27,3,0.457,0.516,7,-10.897,1,0.0416,0.803,0,0.171,0.886,127.633,0,1964
Help!,The Beatles,2:58,4,0.638,0.855,7,-4.86,1,0.0264,0.00757,0,0.245,0.731,127.986,95,1965
For Your Love,The Yardbirds,3:48,4,0.645,0.646,5,-8.334,1,0.0427,0.0615,0.0000304,0.074,0.295,115.842,90,1965
My Girl,The Temptations,2:45,4,0.574,0.418,0,-10.739,1,0.0345,0.636,0,0.0961,0.692,104.57,83,1965
Wonderful World,Herman’s Hermits,2:19,4,0.271,0.165,5,-20.652,1,0.0351,0.726,0.00000154,0.118,0.202,77.082,78,1965
Shotgun,Junior Walker & the All Stars,3:21,4,0.673,0.735,5,-4.733,1,0.0457,0.286,0,0.242,0.754,115.744,78,1965
Shake,Sam Cooke,2:55,4,0.447,0.341,2,-9.769,1,0.0457,0.806,0.00000205,0.686,0.371,138.969,78,1965
Yesterday,The Beatles,2:05,4,0.332,0.179,5,-11.83,1,0.0326,0.879,0,0.0886,0.315,96.524,78,1965
(I Can’t Get No) Satisfaction,The Rolling Stones,3:42,4,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,78,1965
Downtown,Petula Clark,3:13,4,0.775,0.679,4,-4.985,0,0.135,0.18,0.0000726,0.068,0.619,166.008,77,1965
Unchained Melody,The Righteous Brothers,3:38,3,0.339,0.208,0,-16.725,1,0.0308,0.396,0.000519,0.18,0.288,98.54,77,1965
I Can’t Help Myself (SUGAR Pie Honey Bunch),Four Tops,2:40,4,0.667,0.599,0,-8.894,1,0.0291,0.245,0,0.107,0.971,127.935,75,1965
She’s A Woman,The Beatles,3:21,3,0.292,0.324,3,-11.996,1,0.0346,0.797,0.000473,0.12,0.384,176.631,75,1965
"Baby, I’m Yours",Barbara Lewis,2:32,4,0.462,0.595,2,-9.363,1,0.0347,0.215,0,0.184,0.64,113.719,70,1965
Like A Rolling Stone,Bob Dylan,6:09,4,0.482,0.721,0,-6.839,1,0.0321,0.731,0,0.189,0.557,95.263,69,1965
I Feel Fine,The Beatles,4:06,4,0.381,0.894,7,-8.638,1,0.037,0.0258,0,0.0251,0.797,205.528,68,1965
Amen,the Impressions,3:09,3,0.455,0.936,1,-3.09,1,0.159,0.000157,0,0.555,0.335,105.038,68,1965
Do You Believe In Magic,The Lovin’ Spoonful,2:05,4,0.553,0.738,0,-7.963,1,0.0457,0.213,0,0.339,0.759,138.602,68,1965
Rescue Me,Fontella Bass,2:39,4,0.761,0.606,11,-7.742,0,0.0424,0.157,0,0.574,0.646,121.038,67,1965
All Day And All Of The Night,The Kinks,2:22,4,0.563,0.915,7,-5.062,1,0.08,0.247,0.0000846,0.0613,0.71,136.345,67,1965
Go Now,The Moody Blues,4:06,4,0.419,0.957,7,-3.413,1,0.136,0.000774,0,0.175,0.457,174.094,67,1965
Nowhere To Run,Martha and the Vandellas,3:40,4,0.533,0.833,4,-5.896,0,0.0351,0.0244,0.00173,0.14,0.456,104.053,66,1965
I Know A Place,Petula Clark,3:15,4,0.572,0.807,0,-5.348,1,0.0574,0.0846,0,0.071,0.626,160.015,66,1965
Silhouettes,Herman’s Hermits,3:31,4,0.605,0.8,5,-6.235,0,0.0545,0.155,0.0562,0.121,0.836,128.074,65,1965
Ticket To Ride,The Beatles,3:09,4,0.519,0.85,9,-6.777,1,0.0677,0.0457,0,0.232,0.75,123.422,65,1965
Just A Little,The Beau Brummels,2:42,4,0.636,0.788,5,-9.177,0,0.0432,0.0897,0,0.286,0.701,125,65,1965
She’s Not There,the Zombies,2:26,4,0.533,0.729,4,-6.976,0,0.046,0.593,0,0.0981,0.905,132.286,65,1965
How Sweet It Is (TO Be Loved By You),Marvin Gaye,3:36,4,0.764,0.628,0,-10.961,1,0.048,0.336,0,0.0977,0.823,109.008,64,1965
I Got You Babe,Sonny & Cher,3:10,3,0.629,0.795,6,-6.02,1,0.0278,0.136,0.00000544,0.132,0.6,110.583,64,1965
Game Of Love,Wayne Fontana & The Mindbenders,4:14,4,0.59,0.929,2,-3.236,1,0.0478,0.0714,0.000153,0.0598,0.674,119.818,64,1965
Stop! In The Name Of Love,The Supremes,2:52,4,0.612,0.444,0,-12.752,1,0.0293,0.531,0,0.126,0.503,114.961,63,1965
1-2-3,Len Barry,0:59,4,0.841,0.408,0,-9.193,1,0.0366,0.722,0,0.102,0.965,89.86,62,1965
Eight Days A Week,The Beatles,2:43,4,0.652,0.583,9,-7.811,1,0.038,0.412,0,0.119,0.744,138.134,62,1965
Mr. Tambourine Man,The Byrds,2:29,4,0.456,0.47,2,-9.564,1,0.0294,0.513,0.0000376,0.444,0.639,120.336,62,1965
King Of The Road,Roger Miller,2:27,4,0.67,0.272,11,-13.699,1,0.0704,0.717,0,0.178,0.613,117.996,61,1965
You’ve Lost That Lovin’ Feelin’,The Righteous Brothers,3:46,4,0.369,0.305,1,-14.303,1,0.0267,0.522,0,0.0579,0.376,94.791,61,1965
California Girls,The Beach Boys,2:40,4,0.503,0.62,11,-6.069,1,0.0295,0.471,0,0.159,0.713,116.598,60,1965
The Name Game,Shirley Ellis,4:55,4,0.602,0.629,9,-5.796,1,0.0274,0.0548,0.00000223,0.0813,0.47,78.009,59,1965
Come See About Me,the Supremes,2:43,4,0.732,0.505,7,-11.735,1,0.0464,0.688,0.00000104,0.146,0.866,126.319,59,1965
Count Me In,Gary Lewis & the Playboys,3:09,4,0.8,0.661,7,-8.291,1,0.0304,0.0204,0.000107,0.0687,0.59,92.015,58,1965
"Liar, Liar",the Castaways,3:11,4,0.436,0.946,8,-4.755,0,0.103,0.00121,0,0.215,0.603,93.544,58,1965
Ringo,Lorne Greene,3:29,4,0.78,0.921,4,-2.382,0,0.0796,0.139,0,0.347,0.828,119.998,56,1965
"Help Me, Rhonda",The Beach Boys,2:48,4,0.545,0.749,1,-6.243,1,0.0297,0.311,0.000706,0.0633,0.83,139.769,56,1965
"Yes, I’m Ready",Barbara Mason,3:04,3,0.237,0.377,5,-8.798,1,0.0287,0.902,0,0.131,0.479,173.142,55,1965
Eve Of Destruction,Barry McGuire,3:35,4,0.613,0.307,2,-17.385,1,0.0414,0.387,0.00000452,0.087,0.789,117.305,55,1965
It’s The Same Old Song,Four Tops,2:46,4,0.704,0.678,2,-9.121,0,0.0295,0.143,0,0.119,0.977,125.185,55,1965
Get Off Of My Cloud,The Rolling Stones,2:55,4,0.579,0.877,4,-8.83,1,0.0488,0.0289,0.571,0.0656,0.9,126.336,55,1965
Mr. Lonely,Bobby Vinton,3:00,4,0.589,0.878,4,-4.493,1,0.0359,0.0247,0.0000107,0.285,0.836,149.987,54,1965
Ferry Cross The Mersey,Gerry and the Pacemakers,2:23,4,0.396,0.286,6,-11.494,0,0.0283,0.548,0.00000851,0.122,0.605,105.289,54,1965
Hang On Sloopy,The McCoys,3:51,4,0.765,0.516,7,-12.099,1,0.0334,0.167,0,0.0723,0.936,115.248,54,1965
What The World Needs Now Is Love,Jackie DeShannon,3:06,4,0.445,0.407,1,-9.501,1,0.0302,0.814,0,0.0964,0.531,105.7,53,1965
I Go To Pieces,Peter and Gordon,3:38,4,0.511,0.885,8,-6.083,1,0.0411,0.00798,0.00000342,0.134,0.8,160.1,53,1965
Wooly Bully,Sam the Sham and the Pharaohs,2:21,4,0.532,0.699,7,-9.378,1,0.0535,0.599,0.0000021,0.275,0.504,139.94,53,1965
Baby Don’t Go,Sonny & Cher,2:42,4,0.72,0.705,5,-6.82,1,0.0408,0.506,0.00000112,0.147,0.775,106.332,53,1965
Love Potion No. 9,The Searchers,1:53,4,0.738,0.451,7,-12.949,1,0.146,0.572,0,0.175,0.793,128.853,53,1965
Crying In The Chapel,Elvis Presley,2:23,4,0.271,0.246,11,-13.812,1,0.0548,0.939,0.0000319,0.297,0.276,71.663,51,1965
"Hold Me, Thrill Me, Kiss Me",Mel Carter,2:29,4,0.463,0.555,1,-6.43,0,0.0381,0.745,0,0.163,0.515,73.613,51,1965
Keep On Dancing,The Gentrys,2:28,4,0.302,0.786,2,-4.968,1,0.133,0.0282,0,0.0816,0.383,207.683,50,1965
You’re The One,The Vogues,2:27,4,0.769,0.407,7,-13.556,1,0.031,0.733,0,0.244,0.921,115.65,50,1965
Heart Full Of Soul,The Yardbirds,2:27,4,0.492,0.666,9,-9.743,0,0.0351,0.231,0.0000569,0.0469,0.699,140.829,50,1965
Red Roses For A Blue Lady,Bert Kaempfert,2:19,4,0.612,0.306,7,-12.595,1,0.0302,0.86,0.705,0.137,0.376,117.711,49,1965
A Taste Of Honey,Herb Alpert and the Tijuana Brass,2:43,4,0.552,0.423,5,-11.109,0,0.0365,0.771,0.881,0.111,0.495,80.871,49,1965
The ‘IN’ Crowd,Ramsey Lewis Trio,2:51,4,0.521,0.924,7,-5.066,0,0.225,0.0364,0,0.0371,0.696,159.909,49,1965
Treat Her Right,Roy Head,2:05,4,0.599,0.622,0,-7.621,1,0.0571,0.4,0.00273,0.292,0.961,161.929,49,1965
Tell Her No,The Zombies,2:07,4,0.708,0.522,4,-8.076,1,0.0305,0.562,0.000186,0.0811,0.965,135.294,48,1965
Goldfinger,Shirley Bassey,2:48,4,0.401,0.446,4,-9.646,1,0.0416,0.263,0,0.298,0.424,103.771,47,1965
Tired Of Waiting For You,The Kinks,2:30,4,0.675,0.675,0,-10.663,1,0.0364,0.429,0,0.279,0.843,122.122,46,1965
It Ain’t Me Babe,The Turtles,3:02,4,0.634,0.587,2,-6.595,1,0.03,0.271,0,0.165,0.623,105.642,46,1965
You Turn Me On,Ian Whitcomb,2:39,4,0.672,0.444,8,-9.805,1,0.0299,0.783,0,0.103,0.652,112.606,44,1965
The Birds And The Bees,Jewel Akens,4:14,4,0.624,0.435,7,-7.652,1,0.0329,0.0459,0.000196,0.116,0.111,115.037,44,1965
The Seventh Son,Johnny Rivers,4:34,4,0.255,0.977,4,-4.672,0,0.11,0.00862,0.00000268,0.0776,0.31,161.737,43,1965
Sha La La,Manfred Mann,3:55,4,0.611,0.828,9,-7.723,1,0.05,0.0088,0.000119,0.115,0.815,145.003,43,1965
Back In My Arms Again,The Supremes,2:54,4,0.696,0.521,0,-11.168,1,0.0273,0.0182,0.0000147,0.404,0.479,121.215,43,1965
This Diamond Ring,Gary Lewis & the Playboys,2:12,4,0.645,0.649,10,-8.345,0,0.031,0.253,0,0.107,0.567,133.652,41,1965
Goin’ Out Of My Head,Little Anthony & the Imperials,2:29,4,0.542,0.261,9,-12.231,1,0.0321,0.813,0,0.471,0.438,104.464,41,1965
Down In The Boondocks,Billy Joe Royal,2:33,4,0.675,0.588,9,-11.031,1,0.0457,0.492,0.00000945,0.0953,0.94,82.949,40,1965
The Jerk,The Larks,1:46,4,0.28,0.993,11,-1.475,1,0.283,0.00185,0,0.332,0.31,143.049,40,1965
You Were On My Mind,We Five,2:35,4,0.507,0.56,1,-8.118,0,0.0473,0.554,0,0.0517,0.645,143.259,40,1965
Cara Mia,Jay and the Americans,2:35,4,0.454,0.595,10,-7.521,1,0.0449,0.653,0.361,0.11,0.0391,101.857,38,1965
Catch Us If You Can,The Dave Clark Five,1:55,4,0.487,0.6,7,-9.521,1,0.0689,0.151,0.0000355,0.205,0.875,146.561,38,1965
A Lover’s Concerto,The Toys,2:38,4,0.675,0.74,2,-5.551,1,0.052,0.633,0,0.149,0.836,123.651,35,1965
Everybody Loves A Clown,Gary Lewis and the Playboys,2:25,4,0.604,0.757,2,-6.367,1,0.035,0.0948,0.0000845,0.0723,0.649,135.574,34,1965
Cast Your Fate To The Wind,Sounds Orchestral,6:22,4,0.364,0.24,8,-14.462,1,0.0474,0.964,0.899,0.113,0.194,122.459,34,1965
Save Your Heart For Me,Gary Lewis & the Playboys,1:59,4,0.622,0.223,2,-12.4,1,0.0277,0.629,0,0.0718,0.617,106.873,33,1965
Just Once In My Life,The Righteous Brothers,3:47,4,0.321,0.403,2,-13.115,1,0.0344,0.666,0.341,0.189,0.26,94.675,32,1965
Papa’s Got A Brand New Bag,James Brown,4:17,4,0.82,0.665,4,-8.903,1,0.0611,0.194,0.1,0.142,0.802,130.1,31,1965
It’s Not Unusual,Tom Jones,2:51,4,0.621,0.752,10,-7.18,0,0.0699,0.155,0,0.203,0.71,106.748,31,1965
Baby The Rain Must Fall,Glenn Yarbrough,2:19,4,0.56,0.529,4,-10.105,1,0.0303,0.873,0,0.361,0.498,109.787,29,1965
Hold What You’ve Got,Joe Tex,3:24,4,0.606,0.508,9,-11.485,1,0.0507,0.00506,0.00000202,0.098,0.617,103.054,25,1965
